Time (s),Amplitude
0.0,4909056
3.125098446901679e-05,8943616
6.250196893803358e-05,12863488
9.375295340705038e-05,16535552
0.00012500393787606717,19701760
0.00015625492234508397,22065152
0.00018750590681410075,23410688
0.00021875689128311753,24352768
0.00025000787575213434,23818240
0.00028125886022115114,22464512
0.00031250984469016795,20017152
0.0003437608291591847,17215488
0.0003750118136282015,13543424
0.0004062627980972183,9158656
0.00043751378256623506,4966400
0.00046876476703525187,237568
0.0005000157515042687,-4509696
0.0005312667359732854,-9013248
0.0005625177204423023,-13012992
0.000593768704911319,-16607232
0.0006250196893803359,-19802112
0.0006562706738493526,-21987328
0.0006875216583183694,-23255040
0.0007187726427873863,-23492608
0.000750023627256403,-23209984
0.0007812746117254198,-21833728
0.0008125255961944366,-19040256
0.0008437765806634534,-16001024
0.0008750275651324701,-12466176
0.000906278549601487,-7964672
0.0009375295340705037,-3672064
0.0009687805185395206,1146880
0.0010000315030085374,5117952
0.001031282487477554,10057728
0.0010625334719465709,13651968
0.0010937844564155878,17223680
0.0011250354408846046,20221952
0.0011562864253536213,21919744
0.001187537409822638,23842816
0.0012187883942916548,24016896
0.0012500393787606718,24274944
0.0012812903632296885,23076864
0.0013125413476987053,20754432
0.001343792332167722,18137088
0.0013750433166367388,14368768
0.0014062943011057556,10217472
0.0014375452855747725,5277696
0.0014687962700437893,796672
0.001500047254512806,-3735552
0.0015312982389818228,-8536064
0.0015625492234508395,-12670976
0.0015938002079198565,-15867904
0.0016250511923888732,-19384320
0.00165630217685789,-21309440
0.0016875531613269068,-23095296
0.0017188041457959235,-23498752
0.0017500551302649403,-22872064
0.0017813061147339572,-21614592
0.001812557099202974,-18733056
0.0018438080836719907,-15757312
0.0018750590681410075,-12455936
0.0019063100526100242,-8226816
0.0019375610370790412,-3747840
0.001968812021548058,827392
0.0020000630060170747,5136384
0.0020313139904860915,9517056
0.002062564974955108,13557760
0.002093815959424125,16922624
0.0021250669438931417,19830784
0.0021563179283621585,22206464
0.0021875689128311756,23861248
0.0022188198973001924,24543232
0.002250070881769209,23828480
0.002281321866238226,22628352
0.0023125728507072426,20258816
0.0023438238351762594,17463296
0.002375074819645276,13664256
0.002406325804114293,9041920
0.0024375767885833097,5267456
0.0024688277730523264,563200
0.0025000787575213436,-3962880
0.0025313297419903603,-8419328
0.002562580726459377,-12609536
0.002593831710928394,-15859712
0.0026250826953974106,-19128320
0.0026563336798664273,-21327872
0.002687584664335444,-23207936
0.002718835648804461,-24037376
0.0027500866332734776,-23113728
0.0027813376177424944,-21997568
0.002812588602211511,-19632128
0.0028438395866805283,-16762880
0.002875090571149545,-12756992
0.002906341555618562,-8429568
0.0029375925400875785,-4433920
0.0029688435245565953,368640
0.003000094509025612,4481024
0.003031345493494629,8521728
0.0030625964779636456,12480512
0.0030938474624326623,16242688
0.003125098446901679,19175424
0.003156349431370696,21176320
0.003187600415839713,22786048
0.0032188514003087297,23070720
0.0032501023847777465,22851584
0.0032813533692467632,21434368
0.00331260435371578,19243008
0.0033438553381847968,16146432
0.0033751063226538135,12699648
0.0034063573071228303,8722432
0.003437608291591847,3985408
0.0034688592760608638,18432
0.0035001102605298805,-4632576
0.0035313612449988977,-9142272
0.0035626122294679144,-13029376
0.003593863213936931,-16695296
0.003625114198405948,-19585024
0.0036563651828749647,-22095872
0.0036876161673439815,-23353344
0.003718867151812998,-23963648
0.003750118136282015,-23416832
0.0037813691207510317,-22351872
0.0038126201052200485,-19589120
0.0038438710896890656,-16414720
0.0038751220741580824,-12664832
0.003906373058627099,-8361984
0.003937624043096116,-4667392
0.003968875027565133,233472
0.004000126012034149,4589568
0.004031376996503166,8808448
0.004062627980972183,12810240
0.0040938789654412,16058368
0.004125129949910216,19400704
0.004156380934379233,21118976
0.00418763191884825,22779904
0.004218882903317267,23326720
0.004250133887786283,22231040
0.0042813848722553,20439040
0.004312635856724317,18661376
0.0043438868411933345,16068608
0.004375137825662351,12005376
0.004406388810131368,8538112
0.004437639794600385,4370432
0.0044688907790694015,-188416
0.004500141763538418,-4429824
0.004531392748007435,-8982528
0.004562643732476452,-12906496
0.0045938947169454685,-16408576
0.004625145701414485,-19224576
0.004656396685883502,-21661696
0.004687647670352519,-23420928
0.0047188986548215356,-23443456
0.004750149639290552,-23508992
0.004781400623759569,-22157312
0.004812651608228586,-19492864
0.0048439025926976026,-16539648
0.004875153577166619,-12664832
0.004906404561635636,-9033728
0.004937655546104653,-4292608
0.0049689065305736696,389120
0.005000157515042687,4190208
0.005031408499511704,8706048
0.005062659483980721,12742656
0.0050939104684497374,16029696
0.005125161452918754,19185664
0.005156412437387771,21440512
0.005187663421856788,22667264
0.0052189144063258044,23545856
0.005250165390794821,23220224
0.005281416375263838,21710848
0.005312667359732855,19988480
0.0053439183442018715,17403904
0.005375169328670888,13422592
0.005406420313139905,9654272
0.005437671297608922,5316608
0.0054689222820779385,1282048
0.005500173266546955,-3098624
0.005531424251015972,-7813120
0.005562675235484989,-11692032
0.0055939262199540055,-15874048
0.005625177204423022,-18448384
0.005656428188892039,-20754432
0.005687679173361057,-22337536
0.005718930157830073,-22865920
0.00575018114229909,-22405120
0.005781432126768107,-21313536
0.005812683111237124,-18880512
0.00584393409570614,-15489024
0.005875185080175157,-12345344
0.005906436064644174,-8202240
0.005937687049113191,-4014080
0.005968938033582207,348160
0.006000189018051224,4894720
0.006031440002520241,8591360
0.006062690986989258,12242944
0.006093941971458274,15757312
0.006125192955927291,18477056
0.006156443940396308,20721664
0.006187694924865325,21837824
0.006218945909334341,22376448
0.006250196893803358,22401024
0.006281447878272375,21137408
0.006312698862741392,18767872
0.006343949847210409,15898624
0.006375200831679426,12828672
0.006406451816148443,8716288
0.0064377028006174595,4384768
0.006468953785086476,266240
0.006500204769555493,-4313088
0.00653145575402451,-8337408
0.0065627067384935265,-12279808
0.006593957722962543,-15710208
0.00662520870743156,-18495488
0.006656459691900577,-21059584
0.0066877106763695935,-22454272
0.00671896166083861,-23404544
0.006750212645307627,-22652928
0.006781463629776644,-21186560
0.0068127146142456605,-19083264
0.006843965598714677,-15947776
0.006875216583183694,-12697600
0.006906467567652711,-8460288
0.0069377185521217275,-3831808
0.006968969536590744,772096
0.007000220521059761,5195776
0.007031471505528779,9465856
0.007062722489997795,13125632
0.007093973474466812,16773120
0.007125224458935829,19662848
0.007156475443404846,21700608
0.007187726427873862,23089152
0.007218977412342879,23857152
0.007250228396811896,23414784
0.007281479381280913,21944320
0.007312730365749929,19419136
0.007343981350218946,16752640
0.007375232334687963,12863488
0.00740648331915698,9052160
0.007437734303625996,4759552
0.007468985288095013,-32768
0.00750023627256403,-4220928
0.007531487257033047,-8824832
0.007562738241502063,-12824576
0.00759398922597108,-16171008
0.007625240210440097,-19173376
0.007656491194909114,-21678080
0.007687742179378131,-23775232
0.007718993163847148,-23900160
0.007750244148316165,-23410688
0.0077814951327851815,-21905408
0.007812746117254198,-19638272
0.007843997101723215,-16596992
0.007875248086192232,-13115392
0.007906499070661249,-8617984
0.007937750055130265,-4429824
0.007969001039599282,-335872
0.008000252024068299,4124672
0.008031503008537316,7763968
0.008062753993006332,12009472
0.008094004977475349,15333376
0.008125255961944366,18438144
0.008156506946413383,20492288
0.0081877579308824,21473280
0.008219008915351416,22298624
0.008250259899820433,22478848
0.00828151088428945,21051392
0.008312761868758466,18472960
0.008344012853227483,16248832
0.0083752638376965,12654592
0.008406514822165517,9101312
0.008437765806634533,4739072
0.00846901679110355,471040
0.008500267775572567,-3966976
0.008531518760041584,-8411136
0.0085627697445106,-12087296
0.008594020728979617,-15917056
0.008625271713448634,-19195904
0.00865652269791765,-21385216
0.008687773682386669,-22722560
0.008719024666855686,-23832576
0.008750275651324703,-22837248
0.00878152663579372,-21725184
0.008812777620262736,-19628032
0.008844028604731753,-16283648
0.00887527958920077,-12738560
0.008906530573669786,-8822784
0.008937781558138803,-4827136
0.00896903254260782,-198656
0.009000283527076837,3846144
0.009031534511545853,8052736
0.00906278549601487,12038144
0.009094036480483887,15450112
0.009125287464952904,18972672
0.00915653844942192,20889600
0.009187789433890937,22118400
0.009219040418359954,22822912
0.00925029140282897,22464512
0.009281542387297987,20998144
0.009312793371767004,18995200
0.00934404435623602,15562752
0.009375295340705038,12357632
0.009406546325174054,8861696
0.009437797309643071,4374528
0.009469048294112088,122880
0.009500299278581105,-4466688
0.009531550263050121,-8404992
0.009562801247519138,-11913216
0.009594052231988155,-15470592
0.009625303216457172,-18462720
0.009656554200926188,-20428800
0.009687805185395205,-22061056
0.009719056169864222,-23091200
0.009750307154333239,-22755328
0.009781558138802255,-21356544
0.009812809123271272,-18841600
0.009844060107740289,-16140288
0.009875311092209306,-12554240
0.009906562076678322,-8202240
0.009937813061147339,-4507648
0.009969064045616356,-49152
0.010000315030085374,4487168
0.010031566014554391,8323072
0.010062816999023408,11950080
0.010094067983492425,15431680
0.010125318967961441,18350080
0.010156569952430458,20428800
0.010187820936899475,21590016
0.010219071921368492,22755328
0.010250322905837508,22036480
0.010281573890306525,20695040
0.010312824874775542,18593792
0.010344075859244559,16136192
0.010375326843713575,12523520
0.010406577828182592,8017920
0.010437828812651609,4444160
0.010469079797120626,335872
0.010500330781589642,-4038656
0.01053158176605866,-8642560
0.010562832750527676,-12183552
0.010594083734996693,-15894528
0.01062533471946571,-18724864
0.010656585703934726,-20860928
0.010687836688403743,-22110208
0.01071908767287276,-22288384
0.010750338657341776,-22032384
0.010781589641810793,-20498432
0.01081284062627981,-18292736
0.010844091610748827,-14981120
0.010875342595217843,-11804672
0.01090659357968686,-7376896
0.010937844564155877,-3297280
0.010969095548624894,688128
0.01100034653309391,4837376
0.011031597517562927,8843264
0.011062848502031944,12607488
0.01109409948650096,15611904
0.011125350470969977,18718720
0.011156601455438994,20598784
0.011187852439908011,22138880
