Time (s),Amplitude
0.0,-23814144
6.250406927534345e-05,-20221952
0.0001250081385506869,-13105152
0.00018751220782603034,-4311040
0.0002500162771013738,4685824
0.00031252034637671724,13115392
0.0003750244156520607,20080640
0.00043752848492740413,23842816
0.0005000325542027476,24147968
0.000562536623478091,20697088
0.0006250406927534345,14227456
0.000687544762028778,5822464
0.0007500488313041214,-3381248
0.0008125529005794648,-11978752
0.0008750569698548083,-19228672
0.0009375610391301518,-23541760
0.0010000651084054952,-23760896
0.0010625691776808385,-20084736
0.001125073246956182,-13309952
0.0011875773162315255,-4710400
0.001250081385506869,4261888
0.0013125854547822123,12664832
0.001375089524057556,19677184
0.0014375935933328993,23502848
0.0015000976626082427,23552000
0.0015626017318835861,19986432
0.0016251058011589295,13563904
0.0016876098704342731,5410816
0.0017501139397096165,-3520512
0.00181261800898496,-11808768
0.0018751220782603035,-18341888
0.001937626147535647,-22366208
0.0020001302168109903,-23236608
0.0020626342860863337,-19879936
0.002125138355361677,-13320192
0.0021876424246370205,-4739072
0.002250146493912364,4354048
0.0023126505631877077,12931072
0.002375154632463051,19568640
0.0024376587017383945,23230464
0.002500162771013738,23828480
0.0025626668402890813,20453376
0.0026251709095644247,13731840
0.002687674978839768,5427200
0.002750179048115112,-3958784
0.0028126831173904553,-12646400
0.0028751871866657987,-18952192
0.002937691255941142,-22462464
0.0030001953252164855,-22751232
0.003062699394491829,-19167232
0.0031252034637671722,-12605440
0.0031877075330425156,-4239360
0.003250211602317859,4560896
0.003312715671593203,12849152
0.0033752197408685462,19322880
0.0034377238101438896,22837248
0.003500227879419233,23244800
0.0035627319486945764,19939328
0.00362523601796992,13295616
0.003687740087245263,4753408
0.003750244156520607,-4108288
0.0038127482257959504,-12392448
0.003875252295071294,-18855936
0.003937756364346637,-22865920
0.004000260433621981,-23386112
0.0040627645028973244,-19482624
0.004125268572172667,-12918784
0.004187772641448011,-4374528
0.004250276710723354,4689920
0.004312780779998698,13092864
0.004375284849274041,19855360
0.004437788918549385,23339008
0.004500292987824728,23494656
0.004562797057100072,20013056
0.004625301126375415,13893632
0.004687805195650758,5607424
0.004750309264926102,-3500032
0.004812813334201445,-12130304
0.004875317403476789,-18962432
0.004937821472752132,-22882304
0.005000325542027476,-23126016
0.00506282961130282,-19316736
0.0051253336805781625,-12675072
0.005187837749853506,-4128768
0.005250341819128849,4837376
0.005312845888404193,13246464
0.005375349957679536,19857408
0.00543785402695488,23590912
0.005500358096230224,23853056
0.005562862165505567,20144128
0.0056253662347809106,13903872
0.0056878703040562535,5478400
0.005750374373331597,-3549184
0.00581287844260694,-11921408
0.005875382511882284,-18724864
0.005937886581157627,-22925312
0.006000390650432971,-23240704
0.006062894719708315,-19847168
0.006125398788983658,-13158400
0.0061879028582590015,-4483072
0.0062504069275343445,4511744
0.006312910996809688,12668928
0.006375415066085031,19224576
0.006437919135360375,22872064
0.006500423204635718,23279616
0.006562927273911062,19879936
0.006625431343186406,13631488
0.006687935412461749,5351424
0.0067504394817370925,-3383296
0.0068129435510124355,-11489280
0.006875447620287779,-18640896
0.006937951689563122,-22528000
0.007000455758838466,-22691840
0.00706295982811381,-19126272
0.007125463897389153,-12849152
0.007187967966664497,-4646912
0.00725047203593984,3815424
0.0073129761052151835,11892736
0.007375480174490526,18262016
0.00743798424376587,21753856
0.007500488313041214,22253568
0.007562992382316557,19001344
0.007625496451591901,12828672
