Time (s),Amplitude
0.0,-226
6.250406927534345e-05,-298
0.0001250081385506869,-337
0.00018751220782603034,-319
0.0002500162771013738,-238
0.00031252034637671724,-134
0.0003750244156520607,11
0.00043752848492740413,143
0.0005000325542027476,257
0.000562536623478091,340
0.0006250406927534345,365
0.000687544762028778,346
0.0007500488313041214,270
0.0008125529005794648,148
0.0008750569698548083,30
0.0009375610391301518,-105
0.0010000651084054952,-230
0.0010625691776808385,-309
0.001125073246956182,-346
0.0011875773162315255,-318
0.001250081385506869,-243
0.0013125854547822123,-123
0.001375089524057556,9
0.0014375935933328993,142
0.0015000976626082427,249
0.0015626017318835861,331
0.0016251058011589295,360
0.0016876098704342731,328
0.0017501139397096165,260
0.00181261800898496,145
0.0018751220782603035,13
0.001937626147535647,-120
0.0020001302168109903,-237
0.0020626342860863337,-308
0.002125138355361677,-338
0.0021876424246370205,-319
0.002250146493912364,-243
0.0023126505631877077,-131
0.002375154632463051,-8
0.0024376587017383945,124
0.002500162771013738,237
0.0025626668402890813,323
0.0026251709095644247,359
0.002687674978839768,331
0.002750179048115112,243
0.0028126831173904553,140
0.0028751871866657987,13
0.002937691255941142,-120
0.0030001953252164855,-230
0.003062699394491829,-306
0.0031252034637671722,-341
0.0031877075330425156,-312
0.003250211602317859,-231
0.003312715671593203,-113
0.0033752197408685462,20
0.0034377238101438896,139
0.003500227879419233,249
0.0035627319486945764,332
0.00362523601796992,361
0.003687740087245263,335
0.003750244156520607,255
0.0038127482257959504,147
0.003875252295071294,11
0.003937756364346637,-118
0.004000260433621981,-234
0.0040627645028973244,-315
0.004125268572172667,-335
0.004187772641448011,-317
0.004250276710723354,-239
0.004312780779998698,-132
0.004375284849274041,4
0.004437788918549385,134
0.004500292987824728,234
0.004562797057100072,327
0.004625301126375415,354
0.004687805195650758,322
0.004750309264926102,242
0.004812813334201445,140
0.004875317403476789,21
0.004937821472752132,-113
0.005000325542027476,-226
0.00506282961130282,-308
0.0051253336805781625,-334
0.005187837749853506,-313
0.005250341819128849,-233
0.005312845888404193,-135
0.005375349957679536,-14
0.00543785402695488,118
0.005500358096230224,231
0.005562862165505567,308
0.0056253662347809106,343
0.0056878703040562535,324
